edad;sexo;departamento_nacimiento;municipio_nacimiento;diploma_educacion;campaña;campaña_fecha;poblacion;comuna_residencia;zona_residencia;cali_nacimiento;codigo_barrio_residencia;nombre_barrio_residencia;comuna
23.0;Hombre;;;Media académica o clásica;encuentas;25MAR2018;Técnico administración;19;;Si;1921;Nueva Tequendama;19
29.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1814;Nápoles;18
18.0;Mujer;Antioquia;Medellín;No reportado;narrativas;09ABR2019;Ciudadano;18;cali_zona_urbana;;1814;Nápoles;18
18.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;4;;;418;Olaya Herrera;4
20.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;4;cali_zona_urbana;;418;Olaya Herrera;4
47.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1008;Olímpico;10
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;10;cali_zona_urbana;;1008;Olímpico;10
51.0;Mujer;;;Técnica profesional;encuentas;25MAR2018;Técnico administración;10;;Si;1008;Olímpico;10
33.0;Hombre;Valle del Cauca;Cali;Profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1307;Omar Torrijos;13
24.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;01AGO2018;Ciudadano;19;;;1994;Pampa Linda;19
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1994;Pampa Linda;19
28.0;Mujer;Nariño;Pasto;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1994;Pampa Linda;19
21.0;Mujer;Valle del Cauca;Tuluá;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1994;Pampa Linda;19
19.0;Mujer;Nariño;San Pedro de Cartago;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1994;Pampa Linda;19
30.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1994;Pampa Linda;19
25.0;Mujer;Cauca;Popayán;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1994;Pampa Linda;19
22.0;Mujer;Valle del Cauca;Tuluá;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1994;Pampa Linda;19
43.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1994;Pampa Linda;19
25.0;Mujer;Cauca;Popayán;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1994;Pampa Linda;19
19.0;Mujer;Nariño;San Pedro de Cartago;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1994;Pampa Linda;19
19.0;Mujer;Chocó;Quibdó;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1994;Pampa Linda;19
17.0;Mujer;Putumayo;Orito;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1994;Pampa Linda;19
21.0;Mujer;Valle del Cauca;Buenaventura;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1994;Pampa Linda;19
17.0;Hombre;Valle del Cauca;Restrepo;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1994;Pampa Linda;19
19.0;Mujer;Valle del Cauca;Guadalajara de Buga;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1994;Pampa Linda;19
48.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1013;Panamericano;10
50.0;Mujer;No reportado;No reportado;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1013;Panamericano;10
30.0;Mujer;Valle del Cauca;Cali;Maestría;narrativas;01AGO2018;Ciudadano;10;;;1013;Panamericano;10
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;10;cali_zona_urbana;;1013;Panamericano;10
41.0;Mujer;Valle del Cauca;Cali;Especialización;narrativas;16FEB2017;Ciudadano;No reportado;;;2296;Parcelaciones Pance;22
41.0;Mujer;Valle del Cauca;Cali;Especialización;narrativas;16FEB2017;Ciudadano;No reportado;;;2296;Parcelaciones Pance;22
41.0;Hombre;Valle del Cauca;Cali;Ninguno;narrativas;16FEB2017;Ciudadano;No reportado;;;2296;Parcelaciones Pance;22
26.0;Hombre;Valle del Cauca;Tuluá;Técnica profesional;narrativas;01AGO2018;Ciudadano;No reportado;;;2296;Parcelaciones Pance;22
20.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;22;cali_zona_urbana;;2296;Parcelaciones Pance;22
20.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;596;Paseo de Los Almendros;5
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;596;Paseo de Los Almendros;5
26.0;Mujer;;;Media académica o clásica;encuentas;25MAR2018;Técnico administración;6;;Si;603;Paso del Comercio;6
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;10;cali_zona_urbana;;1012;Pasoancho;10
34.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;605;Petecuy Primera Etapa;6
77.0;Mujer;No reportado;No reportado;Ninguno;narrativas;16FEB2017;Ciudadano;No reportado;;;605;Petecuy Primera Etapa;6
71.0;Mujer;Valle del Cauca;Ginebra;Básica primaria;narrativas;16FEB2017;Ciudadano;No reportado;;;605;Petecuy Primera Etapa;6
79.0;Mujer;Caldas;Manizales;Básica primaria;narrativas;16FEB2017;Ciudadano;No reportado;;;605;Petecuy Primera Etapa;6
37.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;605;Petecuy Primera Etapa;6
17.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;6;cali_zona_urbana;;605;Petecuy Primera Etapa;6
39.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;606;Petecuy Segunda Etapa;6
31.0;Hombre;Valle del Cauca;Cali;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;606;Petecuy Segunda Etapa;6
70.0;Hombre;Valle del Cauca;Dagua;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;606;Petecuy Segunda Etapa;6
35.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;606;Petecuy Segunda Etapa;6
26.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;606;Petecuy Segunda Etapa;6
25.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;606;Petecuy Segunda Etapa;6
18.0;Mujer;Valle del Cauca;Guadalajara de Buga;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;606;Petecuy Segunda Etapa;6
31.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;606;Petecuy Segunda Etapa;6
43.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;606;Petecuy Segunda Etapa;6
30.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;606;Petecuy Segunda Etapa;6
84.0;Mujer;Nariño;San Andres de Tumaco;Básica primaria;narrativas;16FEB2017;Ciudadano;No reportado;;;606;Petecuy Segunda Etapa;6
101.0;Mujer;Nariño;San Andres de Tumaco;Ninguno;narrativas;16FEB2017;Ciudadano;No reportado;;;606;Petecuy Segunda Etapa;6
67.0;Hombre;Valle del Cauca;Roldanillo;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;606;Petecuy Segunda Etapa;6
26.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;606;Petecuy Segunda Etapa;6
0.0;Mujer;Quindio;Quimbaya;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;606;Petecuy Segunda Etapa;6
71.0;Mujer;Valle del Cauca;Buenaventura;Básica primaria;narrativas;16FEB2017;Ciudadano;No reportado;;;609;Petecuy Tercera Etapa;6
81.0;Hombre;Risaralda;Pereira;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;609;Petecuy Tercera Etapa;6
81.0;Mujer;Caldas;Pensilvania;Ninguno;narrativas;16FEB2017;Ciudadano;No reportado;;;609;Petecuy Tercera Etapa;6
67.0;Mujer;Nariño;San Andres de Tumaco;Básica primaria;narrativas;16FEB2017;Ciudadano;No reportado;;;609;Petecuy Tercera Etapa;6
63.0;Mujer;Valle del Cauca;Cali;Ninguno;narrativas;16FEB2017;Ciudadano;No reportado;;;609;Petecuy Tercera Etapa;6
76.0;Mujer;Valle del Cauca;Trujillo;Básica primaria;narrativas;16FEB2017;Ciudadano;No reportado;;;609;Petecuy Tercera Etapa;6
81.0;Mujer;Huila;La Plata;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;609;Petecuy Tercera Etapa;6
29.0;Hombre;Santander;Bucaramanga;No reportado;narrativas;09ABR2019;Ciudadano;6;cali_zona_urbana;;609;Petecuy Tercera Etapa;6
21.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1891;Polvorines;18
25.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1891;Polvorines;18
20.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;410;Popular;4
20.0;Mujer;Nariño;Pasto;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;410;Popular;4
44.0;No reportado;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;4;;;410;Popular;4
19.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;410;Popular;4
22.0;Hombre;Cauca;Popayán;No reportado;narrativas;09ABR2019;Ciudadano;4;cali_zona_urbana;;410;Popular;4
28.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;4;cali_zona_urbana;;410;Popular;4
23.0;Intersexual;Antioquia;Medellín;No reportado;narrativas;09ABR2019;Ciudadano;4;cali_zona_urbana;;410;Popular;4
29.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;4;cali_zona_urbana;;403;Porvenir;4
29.0;Hombre;Antioquia;Medellín;No reportado;narrativas;09ABR2019;Ciudadano;4;cali_zona_urbana;;403;Porvenir;4
20.0;Mujer;Bogotá, D.C.;Bogotá, D.C.;No reportado;narrativas;09ABR2019;Ciudadano;4;cali_zona_urbana;;403;Porvenir;4
17.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;2196;Potrero Grande;21
20.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;21;;;2196;Potrero Grande;21
23.0;Mujer;Cauca;El Tambo;Media académica o clásica;narrativas;01AGO2018;Ciudadano;21;;;2196;Potrero Grande;21
21.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;1112;Prados de Oriente;11
18.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;17;;;1794;Prados del Limonar;17
18.0;Mujer;Valle del Cauca;Riofrío;Media académica o clásica;narrativas;01AGO2018;Ciudadano;17;;;1794;Prados del Limonar;17
38.0;Hombre;Valle del Cauca;Buenaventura;Especialización;encuentas;25MAR2018;Técnico administración;17;;No;1794;Prados del Limonar;17
34.0;Hombre;;;Profesional;encuentas;25MAR2018;Técnico administración;17;;Si;1794;Prados del Limonar;17
37.0;Hombre;Valle del Cauca;Palmira;Profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;211;Prados del Norte;2
19.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;2;;;211;Prados del Norte;2
17.0;Hombre;Bogotá, D.C.;Bogotá, D.C.;No reportado;narrativas;09ABR2019;Ciudadano;2;cali_zona_urbana;;211;Prados del Norte;2
47.0;Mujer;Valle del Cauca;Guadalajara de Buga;Especialización;encuentas;25MAR2018;Técnico administración;2;;No;211;Prados del Norte;2
38.0;Mujer;;;Especialización;encuentas;25MAR2018;Técnico administración;2;;Si;211;Prados del Norte;2
16.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;18;;;1808;Prados del Sur;18
26.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;18;cali_zona_urbana;;1808;Prados del Sur;18
;Mujer;Valle del Cauca;Cali;No reportado;narrativas;01AGO2018;Ciudadano;11;;;1122;Primavera;11
35.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;11;cali_zona_urbana;;1122;Primavera;11
35.0;Mujer;;;Profesional;encuentas;25MAR2018;Técnico administración;11;;Si;1122;Primavera;11
31.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1702;Primero de Mayo;17
21.0;Mujer;Valle del Cauca;;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;1702;Primero de Mayo;17
20.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1702;Primero de Mayo;17
19.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1702;Primero de Mayo;17
26.0;Mujer;Antioquia;Medellín;Profesional;encuentas;25MAR2018;Técnico administración;17;;No;1702;Primero de Mayo;17
25.0;Hombre;;;Profesional;encuentas;25MAR2018;Técnico administración;17;;Si;1702;Primero de Mayo;17
19.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;2008;Pueblo Joven;20
28.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1495;Puerta del Sol;14
24.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1495;Puerta del Sol;14
51.0;Intersexual;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1495;Puerta del Sol;14
14.0;Hombre;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;14;;;1495;Puerta del Sol;14
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;01AGO2018;Ciudadano;14;;;1495;Puerta del Sol;14
31.0;Mujer;Valle del Cauca;;Maestría;narrativas;01AGO2018;Ciudadano;14;;;1495;Puerta del Sol;14
;Mujer;;;No reportado;narrativas;01AGO2018;Ciudadano;No reportado;;;1495;Puerta del Sol;14
22.0;Mujer;Nariño;Cumbitara;No reportado;narrativas;09ABR2019;Ciudadano;14;cali_zona_urbana;;1495;Puerta del Sol;14
18.0;Mujer;Huila;La Plata;No reportado;narrativas;09ABR2019;Ciudadano;7;cali_zona_urbana;;704;Puerto Nuevo;7
23.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;2101;Pízamos I;21
21.0;Mujer;Valle del Cauca;Buenaventura;No reportado;narrativas;09ABR2019;Ciudadano;21;cali_zona_urbana;;2101;Pízamos I;21
38.0;Hombre;Valle del Cauca;Buenaventura;No reportado;narrativas;09ABR2019;Ciudadano;21;cali_zona_urbana;;2195;Pízamos III - Las Dalias;21
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;21;cali_zona_urbana;;2195;Pízamos III - Las Dalias;21
28.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;16;cali_zona_urbana;;1602;República de Israel;16
59.0;Hombre;Córdoba;Montería;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1306;Ricardo Balcázar;13
22.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1306;Ricardo Balcázar;13
37.0;Hombre;Atlántico;Barranquilla;Técnica profesional;narrativas;01AGO2018;Ciudadano;13;;;1312;Rodrigo Lara Bonilla;13
30.0;Hombre;Nariño;;Maestría;narrativas;01AGO2018;Ciudadano;4;;;406;Salomia;4
49.0;Mujer;Cauca;;Maestría;narrativas;01AGO2018;Ciudadano;No reportado;;;406;Salomia;4
19.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;6;;;406;Salomia;4
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;4;cali_zona_urbana;;406;Salomia;4
22.0;Hombre;Cauca;Corinto;No reportado;narrativas;09ABR2019;Ciudadano;4;cali_zona_urbana;;406;Salomia;4
18.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;4;cali_zona_urbana;;406;Salomia;4
26.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;4;cali_zona_urbana;;406;Salomia;4
29.0;Mujer;;;Especialización;encuentas;25MAR2018;Técnico administración;4;;Si;406;Salomia;4
68.0;Hombre;Atlántico;Barranquilla;Profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;303;San Antonio;3
68.0;Mujer;Atlántico;Barranquilla;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;303;San Antonio;3
38.0;Hombre;Valle del Cauca;Cali;Profesional;narrativas;01AGO2018;Ciudadano;3;;;303;San Antonio;3
19.0;Mujer;Cauca;Popayán;No reportado;narrativas;09ABR2019;Ciudadano;3;cali_zona_urbana;;303;San Antonio;3
25.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;3;cali_zona_urbana;;303;San Antonio;3
15.0;Intersexual;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;3;cali_zona_urbana;;303;San Antonio;3
54.0;Hombre;Huila;Baraya;No reportado;narrativas;09ABR2019;Ciudadano;3;cali_zona_urbana;;303;San Antonio;3
18.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;3;cali_zona_urbana;;303;San Antonio;3
26.0;Mujer;Valle del Cauca;Palmira;Profesional;encuentas;25MAR2018;Técnico administración;3;;No;303;San Antonio;3
60.0;Hombre;Valle del Cauca;Palmira;Profesional;encuentas;25MAR2018;Técnico administración;3;;No;303;San Antonio;3
29.0;Mujer;;;Tecnológica;encuentas;25MAR2018;Técnico administración;3;;Si;303;San Antonio;3
37.0;Hombre;;;Profesional;encuentas;25MAR2018;Técnico administración;3;;Si;303;San Antonio;3
22.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;11;cali_zona_urbana;;1121;San Benito;11
30.0;Hombre;Valle del Cauca;Cali;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1101;San Carlos;11
18.0;Mujer;Caquetá;El Doncello;No reportado;narrativas;09ABR2019;Ciudadano;3;cali_zona_urbana;;304;San Cayetano;3
41.0;Mujer;;;Profesional;encuentas;25MAR2018;Técnico administración;3;;Si;304;San Cayetano;3
18.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;19;;;1906;San Fernando Nuevo;19
35.0;Mujer;Magdalena;Santa Marta;No reportado;encuentas;25MAR2018;Técnico administración;19;;No;1906;San Fernando Nuevo;19
36.0;Hombre;Valle del Cauca;Palmira;Profesional;encuentas;25MAR2018;Técnico administración;19;;No;1906;San Fernando Nuevo;19
18.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1910;San Fernando Viejo;19
34.0;Mujer;Nariño;Pasto;Profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1910;San Fernando Viejo;19
43.0;Hombre;Valle del Cauca;Cali;Profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1910;San Fernando Viejo;19
17.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;19;;;1910;San Fernando Viejo;19
33.0;Mujer;Bogotá, D.C.;Bogotá, D.C.;Maestría;narrativas;01AGO2018;Ciudadano;19;;;1910;San Fernando Viejo;19
31.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1910;San Fernando Viejo;19
40.0;Hombre;Valle del Cauca;Guadalajara de Buga;Profesional;encuentas;25MAR2018;Técnico administración;19;;No;1910;San Fernando Viejo;19
39.0;Mujer;Bogotá, D.C.;Bogotá, D.C.;Maestría;encuentas;25MAR2018;Técnico administración;19;;No;1910;San Fernando Viejo;19
31.0;Hombre;;;Especialización;encuentas;25MAR2018;Técnico administración;19;;Si;1910;San Fernando Viejo;19
24.0;Hombre;Caquetá;Valparaíso;Ninguno;narrativas;16FEB2017;Ciudadano;No reportado;;;306;San Juan Bosco;3
24.0;Mujer;Chocó;Quibdó;No reportado;narrativas;09ABR2019;Ciudadano;3;cali_zona_urbana;;306;San Juan Bosco;3
30.0;Mujer;Cauca;Suárez;No reportado;narrativas;09ABR2019;Ciudadano;3;cali_zona_urbana;;306;San Juan Bosco;3
22.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;10;;;1017;San Judas Tadeo I Etapa;10
46.0;Mujer;;;Media académica o clásica;encuentas;25MAR2018;Técnico administración;10;;Si;1018;San Judas Tadeo II Etapa;10
26.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;601;San Luís;6
76.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;601;San Luís;6
25.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;601;San Luís;6
30.0;Mujer;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;6;;;601;San Luís;6
27.0;Mujer;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;6;;;601;San Luís;6
26.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;6;;;601;San Luís;6
19.0;Mujer;Arauca;Tame;Media académica o clásica;narrativas;01AGO2018;Ciudadano;6;;;601;San Luís;6
27.0;Mujer;Valle del Cauca;Cali;Especialización;narrativas;01AGO2018;Ciudadano;6;;;601;San Luís;6
32.0;Hombre;Bogotá, D.C.;Bogotá, D.C.;Tecnológica;narrativas;01AGO2018;Ciudadano;6;;;601;San Luís;6
28.0;Hombre;Valle del Cauca;Bolívar;Media académica o clásica;narrativas;01AGO2018;Ciudadano;6;;;601;San Luís;6
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;6;cali_zona_urbana;;601;San Luís;6
21.0;Hombre;Cauca;Argelia;No reportado;narrativas;09ABR2019;Ciudadano;6;cali_zona_urbana;;601;San Luís;6
23.0;Hombre;Boyacá;Tunja;No reportado;narrativas;09ABR2019;Ciudadano;6;cali_zona_urbana;;601;San Luís;6
27.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;696;San Luís II;6
25.0;Hombre;Valle del Cauca;Cali;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;696;San Luís II;6
32.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;696;San Luís II;6
25.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;696;San Luís II;6
26.0;Hombre;Valle del Cauca;Cali;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;696;San Luís II;6
26.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;696;San Luís II;6
74.0;Mujer;No reportado;No reportado;Básica primaria;narrativas;16FEB2017;Ciudadano;No reportado;;;696;San Luís II;6
28.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;696;San Luís II;6
25.0;Hombre;Valle del Cauca;Cali;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;696;San Luís II;6
70.0;Hombre;Valle del Cauca;Argelia;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;696;San Luís II;6
18.0;Mujer;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;6;;;696;San Luís II;6
27.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;6;;;696;San Luís II;6
29.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;6;;;696;San Luís II;6
28.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;6;;;696;San Luís II;6
28.0;Hombre;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;6;;;696;San Luís II;6
25.0;Mujer;Valle del Cauca;Cali;Normalista;narrativas;01AGO2018;Ciudadano;6;;;696;San Luís II;6
19.0;Hombre;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;6;;;696;San Luís II;6
28.0;Mujer;Valle del Cauca;Riofrío;Especialización;encuentas;25MAR2018;Técnico administración;6;;No;696;San Luís II;6
44.0;Hombre;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;No reportado;;;709;San Marino;7
62.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;312;San Nicolas;3
71.0;Hombre;Valle del Cauca;Cali;Profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;312;San Nicolas;3
21.0;Mujer;Valle del Cauca;Cali;Tecnológica;narrativas;01AGO2018;Ciudadano;3;;;309;San Pascual;3
20.0;Hombre;Valle del Cauca;Jamundí;No reportado;narrativas;09ABR2019;Ciudadano;3;cali_zona_urbana;;309;San Pascual;3
20.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;17;;;1778;Santa Anita - La Selva;17
24.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1778;Santa Anita - La Selva;17
27.0;Hombre;;;Profesional;encuentas;25MAR2018;Técnico administración;17;;Si;1778;Santa Anita - La Selva;17
19.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1982;Santa Barbara;19
20.0;Mujer;;;No reportado;narrativas;01AGO2018;Ciudadano;10;;;1004;Santa Elena;10
18.0;Mujer;Valle del Cauca;Candelaria;Técnica profesional;narrativas;01AGO2018;Ciudadano;No reportado;;;1004;Santa Elena;10
34.0;Mujer;Valle del Cauca;Cali;Especialización;narrativas;01AGO2018;Ciudadano;10;;;1004;Santa Elena;10
20.0;Hombre;Valle del Cauca;Restrepo;Media académica o clásica;narrativas;01AGO2018;Ciudadano;10;;;1004;Santa Elena;10
